text,tags,locale,convoCreatedAt
"""@firefox Hi.  I just added your new private access extension, but trying PBS from Canada still says 'not in your region'.  Am I misunderstanding what this add-on will provide?""",EN,en,2018-09-20 23:28:54
"""@firefox And you fired your CEO over his thoughts, not actions. Disgusting! BubBye""",EN,en,2018-09-20 23:26:18
"""@fvsch @adambroach @the_real_jeffg @firefox @johnwilander document.cookie setter will be ignored silently. We're really close to publishing technical docs explaining all the nitty gritty details, sorry it's taken so long. :-) questions always welcome.""","Help Me,cookies,EN",en,2018-09-20 23:16:24
"""@fvsch @adambroach @the_real_jeffg @firefox @johnwilander Yes, that would be it!""",EN,en,2018-09-20 23:14:03
"""@ValidScience One of the things @firefox did in a recent upgrade is kill the UA editor extension. I used the add-on to circumvent sites like you mention. Only a few years ago Wells Fargo did that, so I told  them I used IE (which they ""supported""). Every time I did online business with them …""","EN,Fan Luv",en,2018-09-20 22:59:24
"""@ceclindgren @michaelhoffman @Google @firefox @Skype It's where you go and connect to the people in your Google+ network 😉""",EN,en,2018-09-20 22:53:21
"""As much as I'm loving @firefox, the script debugger is not loving my javascript bundle.""","EN,Pending,Fan Luv",en,2018-09-20 22:26:32
"""@digitarald @firefox Hey there - absolutely would love to help! 

I'm using Firefox Quantum 62.0 (64-bit).

Using yarn 1.9.4 &amp; Webpack 2.4 to bundle Angular 4.

The bundle is ~ 18k lines. 

Debugger only has problems when a set a breakpoint - it really slows down (1 min reload)""","EN,Pending,Fan Luv",en,2018-09-20 22:26:32
"""@digitarald @firefox No issues at all in Firefox Dev!""","EN,Pending,Fan Luv",en,2018-09-20 22:26:32
"""@digitarald @firefox Thank you, I have found my new dev browser. Firefox Dev Edition is badass""","EN,Pending,Fan Luv",en,2018-09-20 22:26:32
"""@firefox quit setting bing as my default browser its so annoying!""",EN,en,2018-09-20 22:25:38
"""@SpritzCoin @firefox @mozilla #fatto @mozilla""",,it,2018-09-20 22:08:35
"""Jeff Muizelaar  - Bug 1492566. Update webrender to f17f6a491d6ff3dc3e13e998dda788d8f5856338 - https://t.co/5QmUTtmDXp... https://t.co/z41N8Ybo4g""","NL,Help Me",fy,2018-09-20 22:00:11
"""@HerrKitsune Hi there! You are not alone! If you have any issues with Firefox, tweet at the Firefox account or at people that are active on the #fxhelp hashtag.""","EN,AoA",en,2018-09-20 21:29:29
"""@TheChrisGlass Hi! please try in a new profile https://t.co/QEn5y6JhWs #fxhelp""","EN,AoA",en,2018-09-20 21:27:43
"""@michaelhoffman @nparmalee @Google @firefox @Skype @googlecalendar @jitsinews check out @appear_in and @usetalky also""",EN,en,2018-09-20 21:21:45
"""@geoffjentry @michaelhoffman @Google @firefox @Skype It is the other way around. Hangouts uses proprietary Chrome APIs and Meet uses modern web standards. Meet works cross-browser. #fxhelp""","EN,AoA",en,2018-09-20 21:19:25
"""@jeffswin @zotero *whispers* get @firefox ;)""",EN,en,2018-09-20 21:19:12
"""Firefox mükemmel bir arama cihazı. Firefox dururken chrome kullanmak vallahi de billahi de şov.""",TR,tr,2018-09-20 21:15:46
"""@michaelhoffman @Google @firefox @Skype https://t.co/qPn9Basjxe""",EN,en,2018-09-20 21:15:27
"""@michaelhoffman @Google @firefox @Skype Never tried Jitsi :-)""",EN,en,2018-09-20 21:15:27
"""@michaelhoffman @Google @firefox @Skype Actually Google worked hard to make Meet, the new and modern Hangouts alternative cross-browser. Do you use hangouts for work or personal account? #fxhelp""","EN,AoA",en,2018-09-20 21:15:10
"""@trosLIB Pssssst..... stay on Firefox ;) https://t.co/egafOL0XrZ #fxhelp""","EN,AoA",en,2018-09-20 21:13:52
"""@SpritzCoin @firefox @mozilla #fatto""",,it,2018-09-20 21:08:02
"""@firefox FF crashes CONSTANTLY!!!!!!""",EN,en,2018-09-20 21:07:20
"""@michaelhoffman @Google @firefox @Skype Failed to work for me when giving a talk at of all places Google!""",EN,en,2018-09-20 21:06:03
"""@firefox Nice clarification, there. If you  don't clarify what it's faster than it's just empty marketing-speak and buzzwords. I'm enjoying using your product, tho: the way FF efficiently uses memory and leverages the GPU makes my day. 🙂""","EN,RAM",en,2018-09-20 20:58:16
"""@Suzanna_danna @firefox ??""",,fy,2018-09-20 20:55:29
"""@Ollyywood Ligt eraan, op een Macbook werkt het sneller dan hun eigen verdomde Safari, heb Firefox wel ooit geprobeerd maar het verschilt nogal welke browser wanneer beter is gezien alle updates.""",NL,nl,2018-09-20 20:54:23
"""@googlechrome As far as I can tell, the benefits are almost entirely for @Google, not the end user. Today this update brought my mac to a screeching halt. Fortunately your highness is still graciously supporting the latest version of @firefox in your web apps, for now. #forcedconsumerism""","EN,Help Me",en,2018-09-20 20:54:15
"""@TankedBeast ik heb hem nog niet geinspecteerd.. moet ik m wel updaten? of gaan we samen verhuizen naar firefox 🤗""",NL,nl,2018-09-20 20:52:19
"""@michaelhoffman @Google @firefox @Skype I used it recently on Firefox. It does not work on safari.""",EN,en,2018-09-20 20:46:44
"""@michaelhoffman @Google @firefox @Skype @googlecalendar Odd. I used the link in google calendars and it worked for me.""",EN,en,2018-09-20 20:46:44
"""@michaelhoffman @Google @firefox @Skype @googlecalendar I think mine looked different, can’t remember, but similar.""",EN,en,2018-09-20 20:46:44
"""@michaelhoffman @Google @firefox @Skype https://t.co/MiPEyV0kC6""",,en,2018-09-20 20:45:12
"""@VoornDennis @ShaquillePolak Volgende week overstappen naar Firefox""",NL,nl,2018-09-20 20:41:44
"""@vero_feingold @ege_fr @Cyber_DueDil @Qwant_FR @firefox_FR @beebux @guypgoldstein @cybervictimes Désolé, je suis anti GAFAM au possible mais ce n'est pas du gouvernement que j'attends des idées pour les éviter. 
Entre la peste et le choléra, je ne saurais choisir...""",FR,fr,2018-09-20 20:41:13
"""@michaelhoffman @Google @firefox @Skype Are you having issues with Hangout or Meet? I thought Hangout worked but not the newer thing (Meet)""",EN,en,2018-09-20 20:39:27
"""@RandomFFUser @michaelhoffman @Google @firefox @Skype Huh. TIL. My work is so heavily tied to Google-y stuff that I just wind up using Chrome anyways so not hard to imagine I got that wrong.""",EN,en,2018-09-20 20:39:27
"""@michaelhoffman @Google @firefox @Skype Remind me what is Firefox?""",EN,en,2018-09-20 20:36:09
"""@michaelhoffman @Google @firefox @Skype 😂⭐️✨🌈""",EN,en,2018-09-20 20:36:09
"""So does @Google Hangouts really just not work on @firefox at all anymore? I thought this was fixed! Do I need to switch back to @Skype?""",EN,en,2018-09-20 20:30:14
"""@ceclindgren @Google @firefox @Skype ಠ_ಠ""",EN,ms,2018-09-20 20:30:14
"""@geoffjentry @Google @firefox @Skype Hangouts. When I try I get a page suggesting that I use Chrome https://t.co/PTw3bTHWx7 https://t.co/VTWrL0ldA5""",EN,en,2018-09-20 20:30:14
"""@EvanFloden @Google @firefox @Skype Not bad""",EN,en,2018-09-20 20:30:14
"""@nparmalee @Google @firefox @Skype Apparently the version at https://t.co/cEd3eRWiZa works but the version that @googlecalendar sets up automatically doesn't. So annoying.""",EN,en,2018-09-20 20:30:14
"""@nparmalee @Google @firefox @Skype @googlecalendar Anyway this @jitsinews thing seems pretty cool, maybe I'll give it a try next time""",EN,en,2018-09-20 20:30:14
"""@nparmalee @Google @firefox @Skype @googlecalendar This link? https://t.co/SYhl0gColy""",EN,en,2018-09-20 20:30:14
"""@erlichya @Google @firefox @Skype Cool! I think I'm going to try jitsi first unless you know a reason to prefer this""",EN,en,2018-09-20 20:30:14
"""@elanstreaming You only have one option... 

@firefox

I swapped a couple of years ago and haven’t looked back.""",EN,en,2018-09-20 20:17:54
"""@firefox Has anybody managed to recreate the ""under the midnight moon"" persona plus? I don't want another design and everything I creat does look like shit.""","EN,Fan Luv",en,2018-09-20 20:11:40
"""ytCropper WAT DOET DIE CHEERLEADER IN DE STUDIO Mattie &amp; Marieke Mozilla Firefox 20 9 2018 2: https://t.co/mHaoB7zOUF via @YouTube""",NL,nl,2018-09-20 20:11:37
"""La nouv. V. 2 de l'enceinte connectée #Amazon #EchoShow double la taille de son écran à 10"", intègre le son Dolby, plus étrangement @Microsoft Skype, et le navigateur @firefox en + du navigateur maison #Silk - Au final un appareil hybride entre une mini #TV et grosse tablette !""","FR,FireTV",fr,2018-09-20 20:02:27
"""@firefox Slide from edges to switch tab is the only thing I'm waiting for to switch to Fx iOS. Any plan on this? 🙏""","EN,Firefox iOS,Help Me",en,2018-09-20 20:01:01
"""Why does @firefox keep messing with the UI and UX? Too, they disappear features that I like and need. Yesterday was talk like a pirate day, but better late than never:: Aargh!""","EN,Fan Luv",en,2018-09-20 19:54:21
"""#ICYMI: #Firefox users - last week @mozilla ended @firefox's support for #WindowsXP &amp; #WindowsVista, discontinuing #browser security #updates for the outdated #operatingsystems. #technews #windows #itsupport #cybersecurity #computer #technology #hightech
https://t.co/dYu0F51agB""",EN,en,2018-09-20 19:45:04
"""If you use @firefox, check out this sweet add-on that removes all of the junk at the end of the most common website URLs:
https://t.co/W6U7Hd2zPq""","EN,Fan Luv",en,2018-09-20 19:29:55
"""@Xynthion @firefox Yeah I like not having variables passed through to all kinds of websites. The internet needs to change and I'm looking to passively do that myself. But I won't be using Safari unless all other windows browsers can't do it.""","EN,Fan Luv",en,2018-09-20 19:29:55
"""@RandomFFUser @Alexa_Support @wpgaurav @firefox better offer it on AMO, it's way more official by that""",EN,en,2018-09-20 19:28:00
"""My EX girlfriend Think 💭My Invention Is Professional @TwitterCanada @Google @YouTube @firefox @AppleSupport @facebook @Microsoft @Canada @Windows @Twitter https://t.co/Sq3PVwb9wz""",EN,en,2018-09-20 19:27:54
"""@AemSecurity @dj4m41 Put it all in all the URL's. hmu we'll have a URL party ;-)
@d0wntclique 

But frtho. My browser'll have multi-line wrapping, Zo0m #Accessibility, #FindAndReplace, &amp; like @FireFox - unlimited Undo/Ctrl+Z in the #URLbar. 

Can you guess the name of the pub I'm gonna own s0meday?😅""","EN,Fan Luv",en,2018-09-20 19:24:19
"""@firefox uhm that is incorrect. (vine reference)""",EN,en,2018-09-20 19:16:44
"""@gmail My clock is showing the proper time zone (ET). my iCal seems ok as well. Where else should I check? I use @firefox and have a Macbook Air.""",EN,en,2018-09-20 19:12:36
"""@ram_gurumukhi @mozTechSpeakers @firefox @FirefoxNightly @FirefoxDevTools @mozillareps @mozilla @MozDevNet We ❤️'em all :) #MozLove""","EN,WebDev,No Action Taken",en,2018-09-20 19:08:28
"""Which 🦊 deck would you like to pick first? 🤩😍♥️
Share and quote your #MozLove if you want me to save one for you.
@mozTechSpeakers @MozillaIN @firefox @FirefoxNightly @FirefoxDevTools @mozillareps  @mozilla @MozDevNet https://t.co/aYOT6VhpGG""","EN,Fan Luv,WebDev,No Action Taken",en,2018-09-20 19:06:24
"""@combell login op my.combell.comlijkt niet te werken? (Firefox, Safari, Chrome)""",NL,nl,2018-09-20 19:00:13
"""@softchassis hi! please report a bug https://t.co/RvCVBlRvXm #fxhelp""","EN,AoA",en,2018-09-20 18:57:58
"""@IRCionus Hi! Which extension is Firefox missing? :D #fxhelp""","EN,AoA",en,2018-09-20 18:56:06
"""i promise i'm not sponsored by @firefox, but: i use windows at work &amp; i just switched back to firefox from chrome after... many years, and it's for real way better now. so fast and fresh. it feels good to be back home""","EN,No Action Taken",en,2018-09-20 18:53:15
"""@firefox downloaded firefox and get your connection is not secure page when ever I try to do a google search or open a bookmark any ideas on how to fix ?""","EN,Help Me,Cert Issues,Bookmarks",en,2018-09-20 18:46:51
"""@firefox_FR bonjour. Y a-t-il un moyen de vraiment sauvegarder ses onglets épinglés ?
Il m'arrive d'ouvrir une seconde fenêtre (sans mes onglets épinglés), si j'ai le malheur de la fermer en dernier je dois tout reépingler au démarrage suivant de firefox 🙁. Merci 😉""",FR,fr,2018-09-20 18:41:13
"""@Ben_Raven bonjour, vous devriez regarder le lien suivant https://t.co/j0y8HO46Gj qui va vous aider à résoudre votre problème -CV""",FR,fr,2018-09-20 18:41:13
"""@Republicanuck @firefox The only Firefox going to hell here is the fired fox himself..... Brendan Eich!!!""","EN,Controversial",en,2018-09-20 18:33:24
"""@giipilot @firefox We're talking about sins over here? Because it's a sin you're so damn ugly!!""",EN,en,2018-09-20 18:29:41
"""@giipilot @firefox The only decision to ditch I want is the decision to throw you in a ditch and cover you with dirt!!! On account of your ugliness!!!!!!""",EN,en,2018-09-20 18:29:41
"""This is a horrifying daily reminder of an extension BUT it's also definitely available in @firefox.""",EN,en,2018-09-20 18:28:13
"""@firefox Since the update google search isn't working and neither is Facebook. There are also numerous other websites I'm unable to access. I even tried changing the search engine to bing and that won't open. It's been a week. What's the issue? Mac desktop.""","EN,Help Me,Firefox iOS",en,2018-09-20 18:23:45
"""@camik Hi, I think you should perform a refresh in the following way https://t.co/4kwbJP4IQO -CV""","EN,Help Me,Firefox iOS",en,2018-09-20 18:23:45
"""@firefox And you fire people for exercising their First Amendment right. (And, per that decision, you support the sin of homosexuality.) We switched to Palemoon &amp; Waterfox browsers.""","EN,No Action Taken",en,2018-09-20 18:23:43
"""@ABUNCHOFCATS @firefox Thanks for your kind words. (And thanks for affirming my decision to ditch firefox/mozilla.)""","EN,No Action Taken",en,2018-09-20 18:23:43
"""@firefox you new theme customization blows.""",EN,en,2018-09-20 18:14:56
"""@firefox_DE Je mehr man sich „Schütz“ desto mehr wird man überwacht""","DE,No Action Taken",de,2018-09-20 18:10:17
"""@firefox_DE https://t.co/RQakAUFQPT""",DE,fy,2018-09-20 18:04:09
"""@firefox My FF browser is blocking Flash and doesn’t give me a way to circumvent it. I like to make my own decisions, FF doesn’t think I’m capable. FFF.""","EN,Fan Luv",en,2018-09-20 17:54:51
"""Мне понравилось видео ""Unique Mobile OS (Tizen, Ubuntu, Firefox, MeeGo...)"" (https://t.co/Ci7KMSISUu) на""",russian,ru,2018-09-20 17:35:42
"""@ZiggoWebcare Inloggen op MijnZiggo in Firefox werkt niet meer. Is dit bekend?""",NL,nl,2018-09-20 17:25:34
"""@drashtipandya1 @sannikpatel @firefox @mozilla @mozilla_l10n @MozillaIN There are a handful of them, in old piece of code connected to hardware limitation (32 or 64 bytes). But the rest should be OK, even if the UI might get less pretty.""",EN,en,2018-09-20 17:24:14
"""@firefox_DE ich finde, dass es für euch ganz einfach sein sollte mit einem klick firefox komplett zu aktualisieren. (hab den ein jahr nicht genutzt und durfte 6 mal aktualisieren drücken...)""",DE,de,2018-09-20 17:24:05
"""Can highly recommend Text Rewriter for @firefox allows you to change all references to brexshit to more appropriate words https://t.co/kdgJgvqr64""",EN,en,2018-09-20 17:02:57
"""chrome da firefox çakması olmuş""",TR,tr,2018-09-20 17:02:14
"""@AMAZlNGNATURE @firefox 😎""",,en,2018-09-20 17:01:39
"""@firefox Can you not Change the background colour for firefox from white to black ? i tried changing the colour from options but nothing changes?""",EN,en,2018-09-20 16:57:12
""".@firefox 63 need updated docs on completely disabling HTML5 video autoplay.  Those of us using Developer Edition also have laptop batteries to tend to, and about:config is a confusing mess on this front now.""","EN,Video,Help Me",en,2018-09-20 16:53:26
